GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
GIS Join Match Code,Data File Year,State/US Abbreviation,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,American Indian/Alaska Native Area Class Code,Reservation/Trust Lands Code,Block Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,Consolidated Metropolitan Statistical Area,County Name,County Code,County Subdivision Code,County Subdivision Class Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Place Class Code,Place Description Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,Congressional District (103rd) Code,Area (land),Area (Water),Area Name/PSAD Term/Part Indicator,Functional Status Code,Internal Point (latitude),Internal Point (longitude),Political/Statistical Area Description Code,Not of Hispanic origin >> White,Not of Hispanic origin >> Black,"Not of Hispanic origin >> American Indian, Eskimo, or Aleut",Not of Hispanic origin >> Asian or Pacific Islander,Not of Hispanic origin >> Other race,Hispanic origin >> White,Hispanic origin >> Black,"Hispanic origin >> American Indian, Eskimo, or Aleut",Hispanic origin >> Asian or Pacific Islander,Hispanic origin >> Other race
"G0500110","1990","AR",,,,,,,,,,,,"99","Bradley","011",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001685258","0000009718","Bradley County","A","+33463242","-092168367","06",7936,3641,11,2,12,76,7,2,0,106
"G0500130","1990","AR",,,,,,,,,,,,"99","Calhoun","013",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001627372","0000011042","Calhoun County","A","+33554153","-092497141","06",4346,1437,5,7,0,11,10,0,0,10
"G0500150","1990","AR",,,,,,,,,,,,"99","Carroll","015",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001641517","0000022112","Carroll County","A","+36337153","-093541961","06",18261,4,140,54,1,155,2,6,0,31
"G0500170","1990","AR",,,,,,,,,,,,"99","Chicot","017",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001668139","0000121371","Chicot County","A","+33266340","-091297700","06",6666,8811,22,54,1,26,48,0,3,82
"G0500190","1990","AR",,,,,,,,,,,,"99","Clark","019",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002241656","0000044473","Clark County","A","+34053832","-093176507","06",16267,4898,54,76,15,77,15,1,0,34
"G0500210","1990","AR",,,,,,,,,,,,"99","Clay","021",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001655897","0000005490","Clay County","A","+36376360","-090421474","06",17976,5,42,14,0,55,1,3,0,11
"G0500230","1990","AR",,,,,,,,,,,,"99","Cleburne","023",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001432511","0000100652","Cleburne County","A","+35542425","-092028995","06",19213,6,65,22,0,79,0,7,0,19
"G0500250","1990","AR",,,,,,,,,,,,"99","Cleveland","025",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001548180","0000002816","Cleveland County","A","+33894438","-092187914","06",6653,1053,13,13,2,28,6,0,1,12
"G0500270","1990","AR",,,,,,,,,,,,"99","Columbia","027",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001984432","0000001937","Columbia County","A","+33215092","-093226530","06",16516,8982,53,62,1,48,10,0,0,19
"G0500290","1990","AR",,,,,,,,,,,,"99","Conway","029",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001440612","0000027168","Conway County","A","+35263495","-092695052","06",16071,2860,70,30,1,68,16,3,0,32
"G0500310","1990","AR",,,,,,,,,,,,"99","Craighead","031",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001840977","0000005782","Craighead County","A","+35828124","-090631882","06",64225,3764,189,388,4,224,14,11,5,132
"G0500330","1990","AR",,,,,,,,,,,,"99","Crawford","033",,,"7","2720",,,,"9999","3","Arkansas","05",,,,"0001542341","0000022642","Crawford County","A","+35579452","-094246370","06",40654,361,642,371,6,320,13,16,18,92
"G0500350","1990","AR",,,,,,,,,,,,"99","Crittenden","035",,,"7","4920",,,,"9999","3","Arkansas","05",,,,"0001581190","0000067953","Crittenden County","A","+35212638","-090314064","06",27988,21334,89,180,12,164,67,1,1,103
"G0500370","1990","AR",,,,,,,,,,,,"99","Cross","037",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001595167","0000016792","Cross County","A","+35300011","-090771434","06",14285,4751,40,38,2,58,31,0,2,18
"G0500390","1990","AR",,,,,,,,,,,,"99","Dallas","039",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001728746","0000001916","Dallas County","A","+33966853","-092657033","06",5861,3694,16,10,1,12,4,0,1,15
"G0500410","1990","AR",,,,,,,,,,,,"99","Desha","041",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001981447","0000141242","Desha County","A","+33831260","-091259304","06",9448,7110,48,37,3,52,29,0,0,71
"G0500430","1990","AR",,,,,,,,,,,,"99","Drew","043",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002145148","0000019353","Drew County","A","+33589683","-091716904","06",12482,4743,26,22,4,48,11,1,1,31
"G0500450","1990","AR",,,,,,,,,,,,"99","Faulkner","045",,,"7","4400",,,,"9999","3","Arkansas","05",,,,"0001676682","0000043218","Faulkner County","A","+35147169","-092335289","06",54405,4771,251,223,15,239,7,5,3,87
"G0500470","1990","AR",,,,,,,,,,,,"99","Franklin","047",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001578854","0000026232","Franklin County","A","+35512250","-093891926","06",14506,98,89,23,2,138,1,9,1,30
"G0500490","1990","AR",,,,,,,,,,,,"99","Fulton","049",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001601231","0000005509","Fulton County","A","+36383112","-091818910","06",9943,9,47,9,1,26,1,0,0,1
"G0500510","1990","AR",,,,,,,,,,,,"99","Garland","051",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001756152","0000146478","Garland County","A","+34573320","-093153957","06",66309,5594,471,226,20,461,10,13,2,291
"G0500530","1990","AR",,,,,,,,,,,,"99","Grant","053",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001636421","0000003193","Grant County","A","+34287458","-092423425","06",13432,377,37,20,0,59,0,1,1,21
"G0500550","1990","AR",,,,,,,,,,,,"99","Greene","055",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001495864","0000005536","Greene County","A","+36119053","-090562264","06",31498,20,79,36,4,129,0,0,5,33
"G0500570","1990","AR",,,,,,,,,,,,"99","Hempstead","057",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001887721","0000032561","Hempstead County","A","+33731300","-093664959","06",14779,6450,74,20,7,109,14,0,17,151
"G0500590","1990","AR",,,,,,,,,,,,"99","Hot Spring","059",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001592780","0000018715","Hot Spring County","A","+34320144","-092945112","06",22979,2861,126,32,2,87,4,0,1,23
"G0500610","1990","AR",,,,,,,,,,,,"99","Howard","061",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001521532","0000020129","Howard County","A","+34089827","-093989511","06",10460,2906,51,56,2,44,13,2,4,31
"G0500630","1990","AR",,,,,,,,,,,,"99","Independence","063",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001978371","0000020168","Independence County","A","+35744099","-091566218","06",30239,595,77,108,1,105,0,3,7,57
"G0500650","1990","AR",,,,,,,,,,,,"99","Izard","065",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001504118","0000008611","Izard County","A","+36094609","-091911006","06",11212,11,56,14,0,54,0,8,4,5
"G0500670","1990","AR",,,,,,,,,,,,"99","Jackson","067",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001640953","0000020523","Jackson County","A","+35600258","-091213910","06",16042,2748,58,23,7,39,11,8,0,8
"G0500690","1990","AR",,,,,,,,,,,,"99","Jefferson","069",,,"7","6240",,,,"9999","3","Arkansas","05",,,,"0002291610","0000075014","Jefferson County","A","+34269210","-091929077","06",47706,36771,220,347,16,172,106,7,5,137
"G0500710","1990","AR",,,,,,,,,,,,"99","Johnson","071",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001715127","0000053285","Johnson County","A","+35569018","-093461165","06",17509,306,103,73,9,123,3,6,4,85
"G0500730","1990","AR",,,,,,,,,,,,"99","Lafayette","073",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001363745","0000048099","Lafayette County","A","+33235524","-093610593","06",5867,3699,16,17,3,17,12,4,0,8
"G0500750","1990","AR",,,,,,,,,,,,"99","Lawrence","075",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001519327","0000014960","Lawrence County","A","+36043049","-091114974","06",17168,88,124,16,1,55,0,2,0,3
"G0500770","1990","AR",,,,,,,,,,,,"99","Lee","077",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001558398","0000046112","Lee County","A","+34779637","-090780318","06",5375,7447,11,46,0,74,40,0,1,59
"G0500790","1990","AR",,,,,,,,,,,,"99","Lincoln","079",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001453606","0000028407","Lincoln County","A","+33953221","-091733936","06",8557,4896,63,19,3,54,39,2,1,56
"G0500810","1990","AR",,,,,,,,,,,,"99","Little River","081",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001377273","0000085829","Little River County","A","+33700236","-094235637","06",10755,2924,114,13,0,65,7,2,4,82
"G0500830","1990","AR",,,,,,,,,,,,"99","Logan","083",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001838692","0000056027","Logan County","A","+35215114","-093712628","06",19990,272,123,24,5,93,1,2,4,43
"G0500850","1990","AR",,,,,,,,,,,,"99","Lonoke","085",,,"7","4400",,,,"9999","3","Arkansas","05",,,,"0001982649","0000095782","Lonoke County","A","+34755054","-091883118","06",35216,3529,160,108,9,179,7,6,6,48
"G0500870","1990","AR",,,,,,,,,,,,"99","Madison","087",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002167716","0000000439","Madison County","A","+36012240","-093723070","06",11354,3,137,13,0,81,0,3,0,27
"G0500890","1990","AR",,,,,,,,,,,,"99","Marion","089",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001548137","0000110460","Marion County","A","+36262962","-092679917","06",11865,6,52,24,6,34,0,1,0,13
"G0500910","1990","AR",,,,,,,,,,,,"99","Miller","091",,,"7","8360",,,,"9999","3","Arkansas","05",,,,"0001616349","0000034847","Miller County","A","+33311498","-093880562","06",29265,8602,144,135,11,199,23,4,8,76
"G0500930","1990","AR",,,,,,,,,,,,"99","Mississippi","093",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002326636","0000055640","Mississippi County","A","+35764082","-090054475","06",40303,15972,160,333,12,386,34,8,19,298
"G0500950","1990","AR",,,,,,,,,,,,"99","Monroe","095",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001571408","0000038165","Monroe County","A","+34680279","-091203053","06",6855,4403,25,18,0,7,19,1,4,1
"G0500970","1990","AR",,,,,,,,,,,,"99","Montgomery","097",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002022732","0000050161","Montgomery County","A","+34545966","-093660190","06",7673,8,93,11,0,45,0,0,0,11
"G0500990","1990","AR",,,,,,,,,,,,"99","Nevada","099",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001605822","0000002136","Nevada County","A","+33666725","-093302881","06",6816,3190,26,5,0,40,6,1,0,17
"G0501010","1990","AR",,,,,,,,,,,,"99","Newton","101",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002131641","0000000542","Newton County","A","+35917735","-093223087","06",7556,0,51,13,3,26,0,0,6,11
"G0501030","1990","AR",,,,,,,,,,,,"99","Ouachita","103",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001897230","0000018603","Ouachita County","A","+33591134","-092879263","06",19617,10712,43,66,3,85,27,1,1,19
"G0501050","1990","AR",,,,,,,,,,,,"99","Perry","105",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001426983","0000024729","Perry County","A","+34946973","-092934055","06",7748,119,38,17,0,32,0,4,0,11
"G0501070","1990","AR",,,,,,,,,,,,"99","Phillips","107",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001794151","0000089661","Phillips County","A","+34425633","-090852019","06",12793,15705,36,65,2,122,48,4,7,56
"G0501090","1990","AR",,,,,,,,,,,,"99","Pike","109",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001561920","0000028160","Pike County","A","+34166363","-093654743","06",9598,374,54,4,0,23,4,2,2,25
"G0501110","1990","AR",,,,,,,,,,,,"99","Poinsett","111",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001962683","0000014625","Poinsett County","A","+35577391","-090663212","06",22700,1770,43,23,4,97,3,0,5,19
"G0501130","1990","AR",,,,,,,,,,,,"99","Polk","113",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002225987","0000007817","Polk County","A","+34474769","-094224002","06",16832,0,178,33,3,203,0,8,0,90
"G0501150","1990","AR",,,,,,,,,,,,"99","Pope","115",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002102961","0000048921","Pope County","A","+35446432","-093035762","06",43830,1119,308,197,6,296,10,11,3,103
"G0501170","1990","AR",,,,,,,,,,,,"99","Prairie","117",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001673146","0000077206","Prairie County","A","+34827607","-091557246","06",8151,1294,30,4,1,19,0,8,0,11
"G0501190","1990","AR",,,,,,,,,,,,"99","Pulaski","119",,,"7","4400",,,,"9999","3","Arkansas","05",,,,"0001996803","0000095729","Pulaski County","A","+34770100","-092310815","06",250549,91976,1128,2692,116,2005,224,35,70,865
"G0501210","1990","AR",,,,,,,,,,,,"99","Randolph","121",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001688348","0000010902","Randolph County","A","+36342062","-091028073","06",16265,145,50,19,4,57,1,2,0,15
"G0501230","1990","AR",,,,,,,,,,,,"99","St Francis","123",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001641756","0000022168","St. Francis County","A","+35021644","-090747325","06",14651,13480,47,111,6,71,41,0,5,85
"G0501250","1990","AR",,,,,,,,,,,,"99","Saline","125",,,"7","4400",,,,"9999","3","Arkansas","05",,,,"0001877132","0000014872","Saline County","A","+34648426","-092674589","06",61937,1346,270,239,13,278,2,15,6,77
"G0501270","1990","AR",,,,,,,,,,,,"99","Scott","127",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002315294","0000010910","Scott County","A","+34858644","-094063491","06",10003,1,106,49,4,32,0,0,2,8
"G0501290","1990","AR",,,,,,,,,,,,"99","Searcy","129",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001728047","0000003521","Searcy County","A","+35917529","-092703260","06",7726,2,66,15,0,24,0,0,0,8
"G0501310","1990","AR",,,,,,,,,,,,"99","Sebastian","131",,,"7","2720",,,,"9999","3","Arkansas","05",,,,"0001389183","0000025131","Sebastian County","A","+35199151","-094275394","06",87989,5617,1364,3216,42,730,49,32,75,476
"G0501330","1990","AR",,,,,,,,,,,,"99","Sevier","133",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001460694","0000045084","Sevier County","A","+33998508","-094237697","06",11999,784,202,16,4,82,3,20,0,527
"G0501350","1990","AR",,,,,,,,,,,,"99","Sharp","135",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001565395","0000005159","Sharp County","A","+36153912","-091481513","06",13870,64,101,17,0,38,2,4,0,13
"G0501370","1990","AR",,,,,,,,,,,,"99","Stone","137",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001571193","0000007346","Stone County","A","+35862902","-092153495","06",9652,8,53,20,0,35,0,1,0,6
"G0501390","1990","AR",,,,,,,,,,,,"99","Union","139",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002690992","0000042397","Union County","A","+33170291","-092594441","06",32296,14038,75,87,1,118,23,4,4,73
"G0501410","1990","AR",,,,,,,,,,,,"99","Van Buren","141",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001842925","0000033160","Van Buren County","A","+35581189","-092519040","06",13774,41,76,19,0,71,0,0,3,24
"G0501430","1990","AR",,,,,,,,,,,,"99","Washington","143",,,"7","2580",,,,"9999","3","Arkansas","05",,,,"0002461133","0000015090","Washington County","A","+35985741","-094214352","06",107724,1656,1452,1027,24,1019,20,34,16,437
"G0501450","1990","AR",,,,,,,,,,,,"99","White","145",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002678446","0000021448","White County","A","+35254806","-091745790","06",52260,1694,226,117,7,249,9,7,2,105
"G0501470","1990","AR",,,,,,,,,,,,"99","Woodruff","147",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0001519295","0000019400","Woodruff County","A","+35187551","-091241026","06",6496,2982,13,11,1,6,9,2,0,0
"G0501490","1990","AR",,,,,,,,,,,,"99","Yell","149",,,"7","9999",,,,"9999","3","Arkansas","05",,,,"0002403247","0000054385","Yell County","A","+34997776","-093406902","06",17059,367,74,76,6,113,4,1,22,37
"G0600010","1990","CA",,,,,,,,,,,,"84","Alameda","001",,,"9","7362",,,,"5775","4","California","06",,,,"0001910082","0000216939","Alameda County","A","+37653853","-121913948","06",680017,222873,6763,184813,2911,81798,6376,2131,7741,83759
"G0600030","1990","CA",,,,,,,,,,,,"99","Alpine","003",,,"9","9999",,,,"9999","4","California","06",,,,"0001913110","0000011843","Alpine County","A","+38579180","-119804453","06",772,5,257,5,0,34,1,24,0,15
"G0600050","1990","CA",,,,,,,,,,,,"99","Amador","005",,,"9","9999",,,,"9999","4","California","06",,,,"0001534745","0000030292","Amador County","A","+38444419","-120655265","06",25129,1670,461,200,59,1765,12,32,18,693
"G0600070","1990","CA",,,,,,,,,,,,"99","Butte","007",,,"9","1620",,,,"9999","4","California","06",,,,"0004246565","0000097429","Butte County","A","+39662375","-121596065","06",158242,2238,2946,4961,127,6958,123,295,209,6021
"G0600090","1990","CA",,,,,,,,,,,,"99","Calaveras","009",,,"9","9999",,,,"9999","4","California","06",,,,"0002642286","0000043349","Calaveras County","A","+38207542","-120551793","06",29288,180,606,187,23,1321,4,76,16,297
"G0600110","1990","CA",,,,,,,,,,,,"99","Colusa","011",,,"9","9999",,,,"9999","4","California","06",,,,"0002980513","0000014362","Colusa County","A","+39176482","-122235120","06",10105,81,302,321,42,2337,15,41,36,2995
"G0600130","1990","CA",,,,,,,,,,,,"84","Contra Costa","013",,,"9","7362",,,,"5775","4","California","06",,,,"0001865540","0000212096","Contra Costa County","A","+37933350","-121948700","06",560146,72799,4441,73810,1254,50857,1778,895,3202,34550
"G0600150","1990","CA",,,,,,,,,,,,"99","Del Norte","015",,,"9","9999",,,,"9999","4","California","06",,,,"0002610426","0000574851","Del Norte County","A","+41737320","-123956960","06",18302,853,1415,433,43,1908,5,79,17,405
"G0600170","1990","CA",,,,,,,,,,,,"99","El Dorado","017",,,"9","6920",,,,"9999","4","California","06",,,,"0004432778","0000206706","El Dorado County","A","+38775488","-120527585","06",113053,579,1204,2318,64,6065,27,147,138,2400
"G0600190","1990","CA",,,,,,,,,,,,"99","Fresno","019",,,"9","2840",,,,"9999","4","California","06",,,,"0015444704","0000141630","Fresno County","A","+36753992","-119647934","06",338595,31311,5070,54110,1770,84244,2112,2049,3129,145100
"G0600210","1990","CA",,,,,,,,,,,,"99","Glenn","021",,,"9","9999",,,,"9999","4","California","06",,,,"0003405550","0000032018","Glenn County","A","+39594777","-122391742","06",18461,131,447,773,28,2715,6,64,48,2125
"G0600230","1990","CA",,,,,,,,,,,,"99","Humboldt","023",,,"9","9999",,,,"9999","4","California","06",,,,"0009253541","0001242490","Humboldt County","A","+40700416","-123911969","06",104671,934,6188,2255,81,3210,26,380,60,1313
"G0600250","1990","CA",,,,,,,,,,,,"99","Imperial","025",,,"9","9999",,,,"9999","4","California","06",,,,"0010813387","0000795211","Imperial County","A","+33038512","-115352917","06",31742,2272,1563,1632,159,41873,350,296,503,28913
"G0600270","1990","CA",,,,,,,,,,,,"99","Inyo","027",,,"9","9999",,,,"9999","4","California","06",,,,"0026397464","0000092404","Inyo County","A","+36589328","-117483183","06",14819,71,1665,172,18,958,8,161,6,403
"G0600290","1990","CA",,,,,,,,,,,,"99","Kern","029",,,"9","0680",,,,"9999","4","California","06",,,,"0021086815","0000052910","Kern County","A","+35338498","-118724910","06",340892,28851,5620,14879,1240,37587,1280,1406,1662,110060
"G0600310","1990","CA",,,,,,,,,,,,"99","Kings","031",,,"9","9999",,,,"9999","4","California","06",,,,"0003598768","0000005429","Kings County","A","+36072642","-119814766","06",54426,7747,905,3408,432,10740,496,228,186,22901
"G0600330","1990","CA",,,,,,,,,,,,"99","Lake","033",,,"9","9999",,,,"9999","4","California","06",,,,"0003259420","0000184211","Lake County","A","+39090857","-122762036","06",44603,924,998,431,42,1883,9,161,44,1536
"G0600350","1990","CA",,,,,,,,,,,,"99","Lassen","035",,,"9","9999",,,,"9999","4","California","06",,,,"0011803898","0000422484","Lassen County","A","+40652341","-120577604","06",21920,1699,790,293,13,2295,20,64,17,487
"G0600370","1990","CA",,,,,,,,,,,,"49","Los Angeles","037",,,"9","4472",,,,"4480","4","California","06",,,,"0010515327","0001793184","Los Angeles County","A","+34184667","-118261988","06",3618850,934776,29159,907810,21327,1416253,58198,16349,46675,1813767
"G0600390","1990","CA",,,,,,,,,,,,"99","Madera","039",,,"9","9999",,,,"9999","4","California","06",,,,"0005538501","0000038756","Madera County","A","+37219685","-119765135","06",52974,2294,1165,1084,173,10395,200,253,180,19372
